# ne_cache v1 — ORACLE-PROVENANCE INPUT DATA (m4-pinning §P4/C3; RESEARCH-M §2 amendment).
# Conductor N(E) and root number ε(E) for the height-ordered family
#   {E_{A,B}: y²=x³+Ax+B, H(E)=max(4|A|³,27B²) ≤ X, reduced, nonsingular}.
# N, eps are OBTAINED FROM AN ORACLE (PARI/GP) — a live oracle supplying
# trusted INPUT, not refereeing our numbers; a_p stays COMPUTED (ap_charsum).
# Residual risk: a systematic oracle N/ε error propagates silently — certified
# against pinned ecdata by verify/m4/oracle_dual_overlap_NE (5676 classes exact).
# Generated by: `at ne-cache --X 65536 --out data/m5/ne_cache_x65536.txt`.
# Oracle: PARI/GP [2, 17, 4], ellglobalred(ellinit([0,0,0,A,B]))[1] (N), ellrootno (eps).
# provenance: oracle   (columns N, eps)
# format_version 1
# generator_hash 787e95ade733c99f38e72ccb7d38f049b7e02b59ddb673627c58d8bc346de521
# X 65536
# count 5042
# A B N eps
-13 -49 896624 1
-13 -48 427360 -1
-13 -47 203420 -1
-13 -46 773504 1
-13 -45 734192 -1
-13 -44 347872 1
-13 -43 164540 1
-13 -42 621440 1
-13 -41 585584 -1
-13 -40 275296 1
-13 -39 129116 1
-13 -38 96640 -1
-13 -37 12880 1
-13 -36 209632 -1
-13 -35 97148 -1
-13 -34 358784 1
-13 -33 329840 1
-13 -32 150880 -1
-13 -31 68636 -1
-13 -30 248192 1
-13 -29 222704 -1
-13 -28 99040 1
-13 -27 43580 -1
-13 -26 151424 1
-13 -25 129392 1
-13 -24 54112 -1
-13 -23 21980 1
-13 -22 68480 1
-13 -21 49904 -1
-13 -20 16096 1
-13 -19 3836 1
-13 -18 640 -1
-13 -17 15760 1
-13 -16 15008 1
-13 -15 10852 1
-13 -14 55936 -1
-13 -13 13520 1
-13 -12 1120 1
-13 -11 22084 1
-13 -10 97408 1
-13 -9 105616 -1
-13 -8 56480 1
-13 -7 29860 -1
-13 -6 125056 -1
-13 -5 129808 1
-13 -4 66848 1
-13 -3 34180 1
-13 -2 138880 -1
-13 -1 140176 -1
-13 0 5408 1
-13 1 35044 -1
-13 2 138880 -1
-13 3 136720 1
-13 4 66848 -1
-13 5 32452 1
-13 6 125056 -1
-13 7 119440 -1
-13 8 56480 1
-13 9 26404 -1
-13 10 97408 1
-13 11 88336 1
-13 12 1120 1
-13 13 3380 1
-13 14 55936 -1
-13 15 43408 1
-13 16 15008 1
-13 17 3940 1
-13 18 640 -1
-13 19 15344 -1
-13 20 16096 1
-13 21 12476 1
-13 22 68480 -1
-13 23 87920 -1
-13 24 54112 1
-13 25 32348 -1
-13 26 151424 -1
-13 27 174320 1
-13 28 99040 1
-13 29 55676 1
-13 30 248192 -1
-13 31 274544 1
-13 32 150880 1
-13 33 82460 -1
-13 34 358784 -1
-13 35 388592 1
-13 36 209632 -1
-13 37 3220 1
-13 38 96640 1
-13 39 516464 -1
-13 40 275296 -1
-13 41 146396 1
-13 42 621440 -1
-13 43 658160 -1
-13 44 347872 1
-13 45 183548 1
-13 46 773504 -1
-13 47 813680 1
-13 48 427360 1
-13 49 224156 -1
-12 -49 926640 1
-12 -48 1728 1
-12 -47 23436 1
-12 -46 803520 1
-12 -45 254736 -1
-12 -44 22680 -1
-12 -43 2124 -1
-12 -42 651456 1
-12 -41 123120 1
-12 -40 36288 -1
-12 -39 136620 -1
-12 -38 6336 -1
-12 -37 480816 1
-12 -36 9360 1
-12 -35 104652 1
-12 -34 8640 -1
-12 -33 51408 -1
-12 -32 2592 1
-12 -31 76140 1
-12 -30 278208 -1
-12 -29 28080 -1
-12 -28 7128 1
-12 -27 17028 1
-12 -26 181440 -1
-12 -25 17712 -1
-12 -24 8640 1
-12 -23 29484 -1
-12 -22 98496 1
-12 -21 79920 -1
-12 -20 432 1
-12 -19 11340 -1
-12 -18 9792 1
-12 -17 14256 1
-12 -15 3348 -1
-12 -14 25920 1
-12 -13 37584 -1
-12 -12 1512 -1
-12 -11 180 1
-12 -10 67392 1
-12 -9 5040 1
-12 -8 5184 -1
-12 -7 2484 -1
-12 -6 95040 -1
-12 -5 99792 -1
-12 -4 6480 1
-12 -3 26676 -1
-12 -2 12096 -1
-12 -1 110160 -1
-12 0 288 -1
-12 1 27540 -1
-12 2 12096 1
-12 3 106704 -1
-12 4 3240 -1
-12 5 24948 -1
-12 6 95040 1
-12 7 9936 -1
-12 8 5184 1
-12 9 1260 -1
-12 10 67392 -1
-12 11 720 1
-12 12 3024 -1
-12 13 9396 -1
-12 14 25920 -1
-12 15 13392 -1
-12 17 3564 -1
-12 18 9792 -1
-12 19 45360 1
-12 20 216 -1
-12 21 19980 1
-12 22 98496 1
-12 23 117936 1
-12 24 8640 1
-12 25 4428 1
-12 26 181440 -1
-12 27 68112 1
-12 28 14256 1
-12 29 7020 1
-12 30 278208 -1
-12 31 304560 -1
-12 32 2592 -1
-12 33 12852 -1
-12 34 8640 -1
-12 35 418608 -1
-12 36 4680 -1
-12 37 120204 -1
-12 38 6336 -1
-12 39 546480 1
-12 40 36288 -1
-12 41 30780 -1
-12 42 651456 1
-12 43 8496 1
-12 44 45360 1
-12 45 63684 -1
-12 46 803520 1
-12 47 93744 -1
-12 48 1728 -1
-12 49 231660 -1
-11 -49 476024 -1
-11 -48 910144 1
-11 -47 869104 -1
-11 -46 51808 -1
-11 -45 394808 1
-11 -44 751168 -1
-11 -43 713584 -1
-11 -42 5288 1
-11 -41 320504 -1
-11 -40 606016 1
-11 -39 571888 -1
-11 -38 4208 1
-11 -37 253112 1
-11 -36 474688 1
-11 -35 444016 1
-11 -34 25888 -1
-11 -33 192632 -1
-11 -32 357184 -1
-11 -31 329968 1
-11 -30 18976 -1
-11 -29 139064 1
-11 -28 253504 1
-11 -27 229744 1
-11 -26 808 1
-11 -25 92408 1
-11 -24 163648 -1
-11 -23 8432 1
-11 -22 1936 1
-11 -21 52664 -1
-11 -20 2368 1
-11 -19 70768 1
-11 -18 3424 1
-11 -17 19832 1
-11 -16 25408 1
-11 -15 12016 -1
-11 -14 32 1
-11 -13 6088 -1
-11 -12 22976 -1
-11 -11 32912 -1
-11 -10 328 -1
-11 -9 25096 -1
-11 -8 57536 -1
-11 -7 64016 -1
-11 -6 272 -1
-11 -5 37192 1
-11 -4 78272 -1
-11 -3 81296 1
-11 -2 5216 -1
-11 -1 42376 -1
-11 0 7744 1
-11 1 84752 -1
-11 2 5216 -1
-11 3 40648 -1
-11 4 78272 1
-11 5 74384 -1
-11 6 17 1
-11 7 32008 -1
-11 8 57536 1
-11 9 50192 -1
-11 10 656 -1
-11 11 16456 1
-11 12 22976 1
-11 13 12176 1
-11 14 32 1
-11 15 6008 1
-11 16 25408 1
-11 17 39664 -1
-11 18 3424 -1
-11 19 35384 1
-11 20 2368 1
-11 21 105328 -1
-11 22 968 -1
-11 23 4216 -1
-11 24 163648 -1
-11 25 184816 -1
-11 26 1616 -1
-11 27 114872 1
-11 28 253504 1
-11 29 278128 1
-11 30 18976 1
-11 31 164984 -1
-11 32 357184 -1
-11 33 385264 1
-11 34 25888 1
-11 35 222008 1
-11 36 474688 1
-11 37 506224 1
-11 38 2104 1
-11 39 285944 1
-11 40 606016 1
-11 41 641008 1
-11 42 10576 -1
-11 43 356792 -1
-11 44 751168 -1
-11 45 789616 1
-11 46 51808 1
-11 47 434552 1
-11 48 910144 1
-11 49 952048 1
-10 -49 973232 -1
-10 -48 465664 1
-10 -47 445144 1
-10 -46 850112 -1
-10 -45 810800 -1
-10 -44 386176 1
-10 -43 367384 1
-10 -42 698048 -1
-10 -41 662192 1
-10 -40 44800 1
-10 -39 296536 -1
-10 -38 559808 1
-10 -37 527408 1
-10 -36 247936 1
-10 -35 232600 -1
-10 -34 435392 1
-10 -33 406448 -1
-10 -32 189184 -1
-10 -31 175576 -1
-10 -30 324800 -1
-10 -29 299312 1
-10 -28 137344 -1
-10 -27 125464 -1
-10 -26 228032 1
-10 -25 41200 -1
-10 -24 4864 -1
-10 -23 82264 -1
-10 -22 145088 1
-10 -21 126512 -1
-10 -20 54400 -1
-10 -19 45976 -1
-10 -18 75968 -1
-10 -17 60848 -1
-10 -16 23296 -1
-10 -15 16600 -1
-10 -14 20672 -1
-10 -13 9008 1
-10 -12 896 -1
-10 -11 5864 -1
-10 -10 20800 -1
-10 -9 4144 1
-10 -8 18176 1
-10 -7 21416 1
-10 -6 48448 1
-10 -5 53200 -1
-10 -4 28544 1
-10 -3 1768 -1
-10 -2 62272 -1
-10 -1 63568 1
-10 0 6400 -1
-10 1 31784 1
-10 2 62272 -1
-10 3 3536 1
-10 4 28544 1
-10 5 26600 1
-10 6 48448 1
-10 7 42832 1
-10 8 18176 1
-10 9 2072 -1
-10 10 20800 -1
-10 11 11728 1
-10 12 896 -1
-10 13 4504 1
-10 14 20672 1
-10 15 33200 1
-10 16 23296 1
-10 17 30424 1
-10 18 75968 1
-10 19 91952 -1
-10 20 54400 1
-10 21 63256 -1
-10 22 145088 -1
-10 23 164528 1
-10 24 4864 -1
-10 25 20600 1
-10 26 228032 -1
-10 27 250928 -1
-10 28 137344 1
-10 29 149656 1
-10 30 324800 1
-10 31 351152 1
-10 32 189184 1
-10 33 203224 1
-10 34 435392 -1
-10 35 465200 -1
-10 36 247936 -1
-10 37 263704 1
-10 38 559808 -1
-10 39 593072 1
-10 40 44800 1
-10 41 331096 -1
-10 42 698048 1
-10 43 734768 1
-10 44 386176 -1
-10 45 405400 -1
-10 46 850112 1
-10 47 890288 -1
-10 48 465664 -1
-10 49 486616 1
-9 -49 990576 -1
-9 -48 474336 -1
-9 -47 226908 -1
-9 -46 289152 -1
-9 -45 92016 -1
-9 -44 131616 -1
-9 -43 188028 1
-9 -42 715392 -1
-9 -41 61776 -1
-9 -40 322272 -1
-9 -39 152604 1
-9 -38 577152 -1
-9 -37 181584 -1
-9 -36 28512 1
-9 -35 40212 -1
-9 -34 452736 -1
-9 -33 423792 1
-9 -32 197856 1
-9 -31 92124 -1
-9 -30 342144 -1
-9 -29 316656 1
-9 -28 3744 1
-9 -27 828 -1
-9 -26 81792 1
-9 -25 223344 -1
-9 -24 101088 1
-9 -23 45468 -1
-9 -22 162432 1
-9 -21 143856 1
-9 -20 63072 -1
-9 -19 9108 -1
-9 -18 10368 -1
-9 -17 26064 -1
-9 -16 31968 -1
-9 -15 12636 1
-9 -14 38016 1
-9 -13 26352 -1
-9 -12 7776 -1
-9 -11 1404 1
-9 -10 1152 -1
-9 -9 1296 -1
-9 -8 3168 1
-9 -7 6372 -1
-9 -6 31104 -1
-9 -5 35856 1
-9 -4 19872 -1
-9 -3 10692 -1
-9 -2 44928 1
-9 -1 15408 -1
-9 0 288 1
-9 1 3852 1
-9 2 44928 1
-9 3 42768 -1
-9 4 19872 1
-9 5 8964 1
-9 6 31104 -1
-9 7 25488 -1
-9 8 3168 -1
-9 9 324 -1
-9 10 1152 1
-9 11 5616 -1
-9 12 7776 -1
-9 13 6588 1
-9 14 38016 -1
-9 15 50544 -1
-9 16 31968 1
-9 17 6516 -1
-9 18 10368 1
-9 19 36432 -1
-9 20 63072 -1
-9 21 35964 -1
-9 22 162432 -1
-9 23 181872 1
-9 24 101088 -1
-9 25 55836 1
-9 26 81792 1
-9 27 3312 1
-9 28 3744 -1
-9 29 79164 -1
-9 30 342144 1
-9 31 368496 1
-9 32 197856 -1
-9 33 105948 -1
-9 34 452736 1
-9 35 160848 -1
-9 36 28512 1
-9 37 45396 -1
-9 38 577152 1
-9 39 610416 -1
-9 40 322272 1
-9 41 15444 -1
-9 42 715392 1
-9 43 752112 -1
-9 44 131616 1
-9 45 23004 1
-9 46 289152 -1
-9 47 907632 1
-9 48 474336 1
-9 49 247644 1
-8 -49 1004464 -1
-8 -48 7520 -1
-8 -47 230380 -1
-8 -46 881344 -1
-8 -45 842032 -1
-8 -44 12556 1
-8 -43 7660 1
-8 -42 729280 1
-8 -41 693424 -1
-8 -40 41152 1
-8 -39 156076 1
-8 -38 591040 1
-8 -37 558640 1
-8 -36 32944 -1
-8 -35 124108 -1
-8 -34 466624 1
-8 -33 437680 -1
-8 -32 640 -1
-8 -31 95596 1
-8 -30 356032 1
-8 -29 330544 1
-8 -28 4780 -1
-8 -27 70540 1
-8 -26 259264 1
-8 -25 237232 1
-8 -24 13504 -1
-8 -23 48940 -1
-8 -22 176320 -1
-8 -21 157744 -1
-8 -20 8752 -1
-8 -19 30796 -1
-8 -18 21440 -1
-8 -17 92080 -1
-8 -16 608 -1
-8 -15 16108 1
-8 -14 51904 1
-8 -13 40240 1
-8 -12 460 1
-8 -11 4876 1
-8 -10 10432 1
-8 -9 2224 1
-8 -8 320 1
-8 -7 580 -1
-8 -6 17216 1
-8 -5 21968 1
-8 -4 1616 -1
-8 -3 380 -1
-8 -2 31040 -1
-8 -1 32336 1
-8 0 256 1
-8 1 8084 1
-8 2 31040 1
-8 3 1520 1
-8 4 404 -1
-8 5 5492 1
-8 6 17216 -1
-8 7 2320 -1
-8 8 320 -1
-8 9 556 -1
-8 10 10432 1
-8 11 19504 -1
-8 12 1840 -1
-8 13 10060 -1
-8 14 51904 1
-8 15 64432 -1
-8 16 608 -1
-8 17 23020 1
-8 18 21440 -1
-8 19 123184 1
-8 20 2188 1
-8 21 39436 1
-8 22 176320 -1
-8 23 195760 1
-8 24 13504 -1
-8 25 59308 -1
-8 26 259264 1
-8 27 282160 -1
-8 28 19120 1
-8 29 82636 -1
-8 30 356032 1
-8 31 382384 -1
-8 32 640 -1
-8 33 109420 1
-8 34 466624 1
-8 35 496432 1
-8 36 8236 1
-8 37 139660 -1
-8 38 591040 1
-8 39 624304 -1
-8 40 41152 1
-8 41 173356 1
-8 42 729280 1
-8 43 30640 -1
-8 44 50224 -1
-8 45 210508 1
-8 46 881344 -1
-8 47 921520 1
-8 48 7520 -1
-8 49 251116 1
-7 -49 72520 1
-7 -48 973376 1
-7 -47 932336 -1
-7 -46 55760 1
-7 -45 426424 -1
-7 -44 162880 -1
-7 -43 776816 -1
-7 -42 46256 1
-7 -41 352120 1
-7 -40 669248 -1
-7 -39 635120 1
-7 -38 18808 -1
-7 -37 284728 -1
-7 -36 13120 1
-7 -35 507248 -1
-7 -34 7460 1
-7 -33 224248 -1
-7 -32 420416 1
-7 -31 78640 1
-7 -30 22928 1
-7 -29 170680 -1
-7 -28 316736 1
-7 -27 292976 -1
-7 -26 16880 -1
-7 -25 124024 -1
-7 -24 226880 1
-7 -23 206576 1
-7 -22 5848 1
-7 -21 84280 -1
-7 -20 150848 -1
-7 -19 5360 1
-7 -18 1844 1
-7 -17 51448 1
-7 -16 88640 -1
-7 -15 75248 1
-7 -14 3920 1
-7 -13 25528 1
-7 -12 40256 1
-7 -11 30320 -1
-7 -10 1328 1
-7 -9 6520 -1
-7 -8 5696 1
-7 -7 784 1
-7 -6 40 1
-7 -5 5576 1
-7 -4 15040 1
-7 -3 18064 1
-7 -2 316 -1
-7 -1 10760 1
-7 0 3136 -1
-7 1 21520 -1
-7 2 1264 1
-7 3 9032 1
-7 4 15040 -1
-7 5 11152 1
-7 6 80 1
-7 7 392 -1
-7 8 5696 1
-7 9 13040 -1
-7 10 664 1
-7 11 15160 1
-7 12 40256 1
-7 13 51056 -1
-7 14 980 1
-7 15 37624 1
-7 16 88640 -1
-7 17 102896 1
-7 18 7376 1
-7 19 2680 -1
-7 20 150848 -1
-7 21 168560 1
-7 22 11696 1
-7 23 103288 1
-7 24 226880 1
-7 25 248048 -1
-7 26 8440 1
-7 27 146488 1
-7 28 316736 1
-7 29 341360 1
-7 30 5732 1
-7 31 39320 1
-7 32 420416 1
-7 33 448496 -1
-7 34 29840 1
-7 35 253624 1
-7 36 13120 1
-7 37 569456 1
-7 38 37616 1
-7 39 317560 1
-7 40 669248 -1
-7 41 704240 1
-7 42 23128 1
-7 43 388408 1
-7 44 162880 -1
-7 45 852848 1
-7 46 13940 1
-7 47 466168 -1
-7 48 973376 1
-7 49 145040 -1
-6 -49 341136 1
-6 -48 490752 1
-6 -47 470232 1
-6 -46 900288 1
-6 -45 286992 -1
-6 -44 411264 1
-6 -43 392472 -1
-6 -42 748224 1
-6 -41 237456 1
-6 -40 16128 -1
-6 -39 321624 1
-6 -38 609984 -1
-6 -37 577584 1
-6 -36 91008 1
-6 -35 257688 1
-6 -34 485568 1
-6 -33 456624 -1
-6 -32 71424 1
-6 -31 66888 1
-6 -30 374976 1
-6 -29 349488 -1
-6 -28 162432 1
-6 -27 50184 1
-6 -26 278208 1
-6 -25 256176 -1
-6 -24 117504 -1
-6 -23 35784 -1
-6 -22 65088 1
-6 -21 176688 1
-6 -20 79488 1
-6 -19 71064 1
-6 -18 42048 -1
-6 -17 111024 -1
-6 -16 48384 1
-6 -15 41688 -1
-6 -14 23616 -1
-6 -13 19728 1
-6 -12 24192 -1
-6 -11 19224 -1
-6 -10 29376 1
-6 -9 1008 1
-6 -8 6912 -1
-6 -7 3672 1
-6 -6 1728 1
-6 -5 1008 -1
-6 -4 1152 -1
-6 -3 4968 -1
-6 -2 12096 1
-6 -1 13392 -1
-6 0 2304 -1
-6 1 6696 -1
-6 2 12096 1
-6 3 9936 1
-6 4 1152 -1
-6 5 504 -1
-6 6 1728 -1
-6 7 7344 -1
-6 8 6912 -1
-6 9 504 -1
-6 10 29376 -1
-6 11 38448 -1
-6 12 24192 -1
-6 13 9864 -1
-6 14 23616 -1
-6 15 83376 1
-6 16 48384 1
-6 17 55512 1
-6 18 42048 -1
-6 19 142128 1
-6 20 79488 1
-6 21 88344 1
-6 22 65088 1
-6 23 71568 -1
-6 24 117504 -1
-6 25 128088 1
-6 26 278208 -1
-6 27 100368 -1
-6 28 162432 1
-6 29 174744 -1
-6 30 374976 -1
-6 31 133776 1
-6 32 71424 -1
-6 33 228312 1
-6 34 485568 -1
-6 35 515376 1
-6 36 91008 -1
-6 37 288792 1
-6 38 609984 1
-6 39 643248 -1
-6 40 16128 -1
-6 41 118728 1
-6 42 748224 -1
-6 43 784944 -1
-6 44 411264 1
-6 45 143496 1
-6 46 900288 -1
-6 47 940464 -1
-6 48 490752 1
-6 49 170568 1
-5 -49 1029232 -1
-5 -48 493664 -1
-5 -47 33796 -1
-5 -46 906112 1
-5 -45 866800 -1
-5 -44 9632 1
-5 -43 197692 -1
-5 -42 754048 1
-5 -41 718192 -1
-5 -40 341600 1
-5 -39 162268 1
-5 -38 615808 1
-5 -37 583408 -1
-5 -36 275936 -1
-5 -35 130300 -1
-5 -34 491392 -1
-5 -33 462448 -1
-5 -32 217184 1
-5 -31 101788 -1
-5 -30 380800 1
-5 -29 355312 1
-5 -28 165344 -1
-5 -27 76732 1
-5 -26 284032 -1
-5 -25 52400 1
-5 -24 120416 1
-5 -23 55132 1
-5 -22 201088 -1
-5 -21 182512 -1
-5 -20 82400 1
-5 -19 36988 1
-5 -18 131968 -1
-5 -17 116848 -1
-5 -16 51296 -1
-5 -15 22300 -1
-5 -14 76672 1
-5 -13 65008 -1
-5 -12 2464 1
-5 -11 11068 -1
-5 -10 35200 1
-5 -9 26992 1
-5 -8 9824 1
-5 -7 3292 1
-5 -6 7552 1
-5 -5 2800 1
-5 -4 544 1
-5 -3 1028 -1
-5 -2 896 1
-5 -1 7568 -1
-5 0 800 -1
-5 1 1892 -1
-5 2 896 -1
-5 3 4112 -1
-5 4 544 -1
-5 5 700 -1
-5 6 7552 -1
-5 7 13168 -1
-5 8 9824 -1
-5 9 6748 -1
-5 10 35200 -1
-5 11 44272 1
-5 12 2464 -1
-5 13 16252 1
-5 14 76672 -1
-5 15 89200 1
-5 16 51296 1
-5 17 29212 1
-5 18 131968 1
-5 19 147952 -1
-5 20 82400 1
-5 21 45628 1
-5 22 201088 1
-5 23 220528 -1
-5 24 120416 -1
-5 25 13100 -1
-5 26 284032 1
-5 27 306928 -1
-5 28 165344 -1
-5 29 88828 -1
-5 30 380800 -1
-5 31 407152 1
-5 32 217184 -1
-5 33 115612 1
-5 34 491392 1
-5 35 521200 1
-5 36 275936 -1
-5 37 145852 1
-5 38 615808 -1
-5 39 649072 -1
-5 40 341600 -1
-5 41 179548 1
-5 42 754048 -1
-5 43 790768 1
-5 44 9632 -1
-5 45 216700 1
-5 46 906112 -1
-5 47 135184 -1
-5 48 493664 1
-5 49 257308 1
-4 -49 1033136 1
-4 -48 1408 -1
-4 -47 237548 -1
-4 -46 910016 1
-4 -45 870704 -1
-4 -44 26008 -1
-4 -43 198668 -1
-4 -42 757952 -1
-4 -41 722096 -1
-4 -40 42944 -1
-4 -39 163244 1
-4 -38 619712 1
-4 -37 587312 -1
-4 -36 34736 -1
-4 -35 131276 1
-4 -34 495296 -1
-4 -33 466352 -1
-4 -32 6848 -1
-4 -31 102764 1
-4 -30 384704 -1
-4 -29 359216 -1
-4 -28 10456 1
-4 -27 77708 -1
-4 -26 287936 -1
-4 -25 265904 -1
-4 -24 15296 -1
-4 -23 4316 -1
-4 -22 204992 -1
-4 -21 186416 1
-4 -20 10544 1
-4 -19 37964 -1
-4 -18 135872 -1
-4 -17 120752 -1
-4 -16 1664 1
-4 -15 1012 1
-4 -14 80576 -1
-4 -13 68912 1
-4 -12 1816 -1
-4 -11 12044 -1
-4 -10 39104 -1
-4 -9 30896 -1
-4 -8 1472 1
-4 -7 4268 1
-4 -6 11456 -1
-4 -5 6704 -1
-4 -4 176 1
-4 -3 52 1
-4 -2 2368 -1
-4 -1 3664 1
-4 0 64 1
-4 1 916 1
-4 2 2368 1
-4 3 208 1
-4 4 88 -1
-4 5 1676 1
-4 6 11456 -1
-4 7 17072 -1
-4 8 1472 1
-4 9 7724 1
-4 10 39104 -1
-4 11 48176 1
-4 12 3632 -1
-4 13 17228 -1
-4 14 80576 -1
-4 15 4048 1
-4 16 1664 1
-4 17 30188 1
-4 18 135872 -1
-4 19 151856 1
-4 20 5272 1
-4 21 46604 -1
-4 22 204992 -1
-4 23 17264 1
-4 24 15296 -1
-4 25 66476 1
-4 26 287936 -1
-4 27 310832 1
-4 28 20912 -1
-4 29 89804 1
-4 30 384704 -1
-4 31 411056 -1
-4 32 6848 1
-4 33 116588 1
-4 34 495296 -1
-4 35 525104 -1
-4 36 17368 1
-4 37 146828 1
-4 38 619712 1
-4 39 652976 -1
-4 40 42944 -1
-4 41 180524 1
-4 42 757952 -1
-4 43 794672 1
-4 44 52016 -1
-4 45 217676 1
-4 46 910016 1
-4 47 950192 1
-4 48 1408 1
-4 49 258284 -1
-3 -49 517752 -1
-3 -48 198720 1
-3 -47 15120 -1
-3 -46 14256 -1
-3 -45 145512 1
-3 -44 834624 -1
-3 -43 88560 -1
-3 -42 47520 -1
-3 -41 362232 1
-3 -40 689472 -1
-3 -39 655344 1
-3 -38 4320 1
-3 -37 294840 1
-3 -36 186048 -1
-3 -35 527472 1
-3 -34 216 1
-3 -33 234360 -1
-3 -32 440640 1
-3 -31 413424 1
-3 -30 3024 1
-3 -29 2232 -1
-3 -28 336960 1
-3 -27 20880 -1
-3 -26 18144 -1
-3 -25 1656 1
-3 -24 247104 1
-3 -23 45360 1
-3 -22 12960 1
-3 -21 94392 1
-3 -20 19008 1
-3 -19 154224 -1
-3 -18 360 1
-3 -17 61560 -1
-3 -16 12096 -1
-3 -15 95472 -1
-3 -14 1296 -1
-3 -13 35640 1
-3 -12 60480 -1
-3 -11 5616 -1
-3 -10 2592 -1
-3 -9 5544 -1
-3 -8 25920 1
-3 -7 2160 1
-3 -6 864 1
-3 -5 4536 1
-3 -4 5184 -1
-3 -3 2160 -1
-3 -1 648 -1
-3 0 576 1
-3 1 1296 -1
-3 3 1080 -1
-3 4 5184 -1
-3 5 9072 1
-3 6 864 -1
-3 7 1080 -1
-3 8 25920 1
-3 9 11088 -1
-3 10 2592 1
-3 11 2808 -1
-3 12 60480 -1
-3 13 71280 1
-3 14 648 -1
-3 15 47736 1
-3 16 12096 -1
-3 17 123120 1
-3 18 720 -1
-3 19 77112 -1
-3 20 19008 1
-3 21 188784 1
-3 22 12960 -1
-3 23 22680 -1
-3 24 247104 1
-3 25 3312 -1
-3 26 18144 1
-3 27 10440 1
-3 28 336960 1
-3 29 4464 -1
-3 30 1512 1
-3 31 206712 -1
-3 32 440640 1
-3 33 468720 1
-3 34 432 -1
-3 35 263736 1
-3 36 186048 1
-3 37 589680 1
-3 38 4320 -1
-3 39 327672 -1
-3 40 689472 -1
-3 41 724464 -1
-3 42 47520 1
-3 43 44280 -1
-3 44 834624 -1
-3 45 291024 -1
-3 46 7128 -1
-3 47 7560 -1
-3 48 198720 1
-3 49 1035504 1
-2 -49 1036720 1
-2 -48 497408 1
-2 -47 476888 -1
-2 -46 182720 -1
-2 -45 874288 -1
-2 -44 417920 -1
-2 -43 399128 -1
-2 -42 761536 1
-2 -41 725680 -1
-2 -40 345344 1
-2 -39 328280 -1
-2 -38 623296 -1
-2 -37 590896 1
-2 -36 279680 1
-2 -35 264344 1
-2 -34 498880 -1
-2 -33 469936 1
-2 -32 220928 -1
-2 -31 207320 -1
-2 -30 388288 1
-2 -29 72560 -1
-2 -28 169088 1
-2 -27 157208 1
-2 -26 291520 1
-2 -25 269488 -1
-2 -24 124160 1
-2 -23 114008 -1
-2 -22 208576 -1
-2 -21 1520 -1
-2 -20 86144 1
-2 -19 77720 -1
-2 -18 139456 1
-2 -17 124336 1
-2 -16 55040 1
-2 -15 48344 -1
-2 -14 84160 -1
-2 -13 72496 -1
-2 -12 30848 1
-2 -11 25880 1
-2 -10 42688 1
-2 -9 34480 1
-2 -8 13568 -1
-2 -7 10328 -1
-2 -6 15040 1
-2 -5 10288 1
-2 -4 640 1
-2 -3 1688 -1
-2 -2 1216 1
-2 -1 80 1
-2 0 256 -1
-2 1 40 1
-2 2 1216 -1
-2 3 3376 -1
-2 4 640 -1
-2 5 5144 1
-2 6 15040 -1
-2 7 20656 1
-2 8 13568 1
-2 9 17240 -1
-2 10 42688 -1
-2 11 51760 1
-2 12 30848 -1
-2 13 36248 -1
-2 14 84160 1
-2 15 96688 1
-2 16 55040 -1
-2 17 62168 -1
-2 18 139456 -1
-2 19 155440 -1
-2 20 86144 -1
-2 21 760 -1
-2 22 208576 1
-2 23 228016 1
-2 24 124160 -1
-2 25 134744 1
-2 26 291520 -1
-2 27 314416 1
-2 28 169088 -1
-2 29 36280 -1
-2 30 388288 -1
-2 31 414640 1
-2 32 220928 1
-2 33 234968 -1
-2 34 498880 1
-2 35 528688 1
-2 36 279680 -1
-2 37 295448 1
-2 38 623296 1
-2 39 656560 1
-2 40 345344 -1
-2 41 362840 1
-2 42 761536 -1
-2 43 798256 -1
-2 44 417920 1
-2 45 437144 -1
-2 46 182720 1
-2 47 953776 1
-2 48 497408 -1
-2 49 518360 -1
-1 -49 1037168 1
-1 -48 497632 1
-1 -47 238556 -1
-1 -46 914048 1
-1 -45 874736 -1
-1 -44 418144 1
-1 -43 199676 1
-1 -42 761984 -1
-1 -41 726128 -1
-1 -40 345568 -1
-1 -39 164252 -1
-1 -38 623744 1
-1 -37 591344 -1
-1 -36 279904 1
-1 -35 132284 1
-1 -34 499328 1
-1 -33 470384 1
-1 -32 221152 1
-1 -31 103772 1
-1 -30 388736 -1
-1 -29 363248 -1
-1 -28 169312 -1
-1 -27 78716 -1
-1 -26 291968 -1
-1 -25 269936 1
-1 -24 9568 1
-1 -23 57116 -1
-1 -22 209024 1
-1 -21 190448 1
-1 -20 86368 1
-1 -19 38972 1
-1 -18 139904 -1
-1 -17 124784 -1
-1 -16 55264 -1
-1 -15 24284 -1
-1 -14 84608 -1
-1 -13 72944 -1
-1 -12 31072 -1
-1 -11 13052 -1
-1 -10 43136 -1
-1 -9 34928 -1
-1 -8 13792 -1
-1 -7 5276 1
-1 -6 1408 1
-1 -5 10736 -1
-1 -4 3424 1
-1 -3 956 1
-1 -2 1664 -1
